ID,UserId,CourseId,Progress,StartDate,Completed,Title,Category,Total_enrollment,Total_Completions,completion_rate,Username,Department,Enrollments,Completions
EN3947,EMP138,COR0163,100,2024-02-17,1,Statistical Analysis with R for Public Health Specialization,Public Health,2774,2043,73.64816149963951,Richard Blake,Senior Software Engineer,27,20
EN3948,EMP080,COR0272,67,2024-02-17,0,Digital Signal Processing Specialization,Electrical Engineering,1884,1746,92.67515923566879,Shannon Patel,Solution Enabler,23,16
EN3949,EMP063,COR1404,100,2024-02-17,1,Business Transformation with Google Cloud,Business Strategy,1185,1154,97.38396624472574,Gerald Turner,Senior Software Engineer,20,13
EN3950,EMP146,COR1271,100,2024-02-17,1,Hardware Security,Computer Security and Networks,2464,2122,86.12012987012987,Isaac Williams,Software Engineer,22,15
EN3951,EMP215,COR1894,100,2024-02-17,1,Data-driven Decision Making,Data Analysis,2914,2599,89.1901166781057,Bradley Lin,Solution Enabler,13,6
EN3952,EMP073,COR0328,100,2024-02-17,1,Health Information Literacy for Data Analytics Specialization,Health Informatics,1144,600,52.44755244755245,Nicole Martin,Solution Consultant,23,16
EN3953,EMP033,COR1401,100,2024-02-17,1,Sales Force Management,Leadership and Management,3281,3225,98.29320329167936,Larry Lane,Solution Consultant,15,8
EN3954,EMP154,COR1827,100,2024-02-17,1,The Art of Negotiation,Business Essentials,1259,783,62.19221604447974,Gregory Hardin,Solution Enabler,10,3
EN3955,EMP087,COR0523,17,2024-02-17,0,AI & Law,Law,4717,4371,92.66482934068264,Jason Hill,Software Engineer,11,4
EN3956,EMP004,COR1979,100,2024-02-18,1,"App Deployment, Debugging, and Performance",Software Development,3971,0,0.0,Morgan Lloyd,Senior Software Engineer,28,21
EN3957,EMP238,COR1951,67,2024-02-18,0,Data Science Capstone,Data Analysis,2946,2096,71.14731839782756,Chelsea Ramirez,Software Engineer,25,18
EN3958,EMP047,COR0279,100,2024-02-18,1,Data Science Foundations: Statistical Inference Specialization,Probability and Statistics,2559,1632,63.77491207502931,Peter Wright,Software Engineer,29,22
EN3959,EMP222,COR0003,100,2024-02-18,1,Key Technologies for Business Specialization,Business Essentials,4308,2527,58.65831012070566,Jacob Maldonado,Solution Enabler,22,15
EN3960,EMP167,COR0740,100,2024-02-19,1,Global Diplomacy – Diplomacy in the Modern World,Governance and Society,1189,639,53.74264087468461,Michael Wolfe,Solution Enabler,17,10
EN3961,EMP221,COR0428,100,2024-02-19,1,IBM Applied AI Professional Certificate,Machine Learning,4099,2267,55.306172237131015,Arthur Johnson,Solution Enabler,25,18
EN3962,EMP001,COR0231,100,2024-02-19,1,Power Electronics Specialization,Electrical Engineering,2019,1961,97.1272907379891,Amber Flynn,Software Engineer,15,8
EN3963,EMP263,COR1078,100,2024-02-19,1,Patent Law,Law,1062,650,61.20527306967985,Larry Curtis,Software Engineer,20,13
EN3964,EMP156,COR0483,81,2024-02-19,0,IBM Mainframe Developer Professional Certificate,Software Development,2038,1926,94.50441609421001,Sara Harvey,Solution Enabler,20,13
EN3965,EMP293,COR1830,100,2024-02-19,1,Game Design and Development 2: 2D Platformer,Software Development,633,455,71.87993680884675,Jay Williams,Solution Consultant,20,13
EN3966,EMP174,COR1063,73,2024-02-20,0,Cyber Attack Countermeasures,Computer Security and Networks,4905,2980,60.75433231396534,Michael Lee,Senior Software Engineer,6,0
EN3967,EMP233,COR0689,100,2024-02-20,1,Analyze Data to Answer Questions,Data Analysis,1382,1307,94.57308248914616,Emily Hill,Solution Consultant,29,22
EN3968,EMP172,COR1777,100,2024-02-21,1,Linux Basics: The Command Line Interface - 6,Software Development,846,835,98.69976359338062,Laura Ford,Software Engineer,27,20
EN3969,EMP192,COR0398,51,2024-02-21,0,Digitalisation in Aeronautics and Space Specialization,Mechanical Engineering,877,651,74.230330672748,Lisa Gordon,Software Engineer,20,13
EN3970,EMP042,COR0565,100,2024-02-21,1,Introduction to Sustainability,Environmental Science and Sustainability,4890,2643,54.04907975460122,Jeffrey Hernandez,Senior Software Engineer,18,11
EN3971,EMP056,COR1971,100,2024-02-21,1,Probabilistic Graphical Models 2: Inference,Machine Learning,592,0,0.0,Kimberly Schneider,Solution Consultant,20,13
EN3972,EMP078,COR1029,71,2024-02-21,0,Getting Started with Go,Software Development,4565,3959,86.7250821467689,Michelle Armstrong,Solution Consultant,23,16
EN3973,EMP078,COR0652,10,2024-02-21,0,Leadership Skills,Leadership and Management,1423,742,52.143359100491914,Michelle Armstrong,Solution Consultant,23,16
EN3974,EMP160,COR1941,100,2024-02-21,1,The Construction Industry: The Way Forward,Leadership and Management,4669,4410,94.45277361319341,William Parker,Senior Software Engineer,11,4
EN3975,EMP270,COR1532,23,2024-02-21,0,Tools for Exploratory Data Analysis in Business,Data Analysis,2309,1634,70.76656561281939,Martin Phillips,Solution Enabler,8,1
EN3976,EMP201,COR0069,100,2024-02-21,1,Data Structures and Algorithms Specialization,Algorithms,4683,3494,74.61029254751227,Kevin Martinez,Software Engineer,22,15
EN3977,EMP249,COR1651,100,2024-02-22,1,Features and Boundaries,Algorithms,3231,2978,92.16960693283814,Mary Thompson,Software Engineer,19,12
EN3978,EMP281,COR0190,35,2024-02-22,0,Become an EMT Specialization,Patient Care,1002,551,54.99001996007984,Alex Buchanan,Solution Consultant,23,16
EN3979,EMP064,COR0043,100,2024-02-22,1,AI Product Management Specialization,Machine Learning,2331,1524,65.37966537966537,Troy Walker,Software Engineer,14,7
EN3980,EMP055,COR1740,23,2024-02-22,0,Human-Centered Design for Inclusive Innovation,Business Essentials,3155,2370,75.1188589540412,Erin Carlson,Software Engineer,7,0
EN3981,EMP246,COR0232,100,2024-02-22,1,Microsoft Azure AI Fundamentals AI-900 Exam Prep Specialization,Machine Learning,457,300,65.64551422319475,Cindy Bauer,Senior Software Engineer,28,21
EN3982,EMP096,COR0806,23,2024-02-23,0,Introduction to Medical Software,Design and Product,2385,1332,55.84905660377358,Tony Ramirez,Senior Software Engineer,4,0
EN3983,EMP264,COR0208,100,2024-02-23,1,Expressway to Data Science: Essential Math Specialization,Math and Logic,2101,2029,96.57306044740601,Tom Singh,Solution Consultant,27,20
EN3984,EMP063,COR1704,100,2024-02-23,1,Content Strategy for Professionals: Expanding Your Content’s Reach,Marketing,2827,2407,85.14326140785285,Gerald Turner,Senior Software Engineer,20,13
EN3985,EMP053,COR1227,100,2024-02-24,1,Java Programming: Build a Recommendation System,Software Development,658,553,84.04255319148936,April Morris,Senior Software Engineer,9,2
EN3986,EMP202,COR0227,100,2024-02-24,1,Business Analytics Specialization,Business Essentials,1993,1844,92.52383341695935,Aaron Anderson,Solution Consultant,29,22
EN3987,EMP078,COR0251,100,2024-02-24,1,Design of Experiments Specialization,Probability and Statistics,4358,4105,94.19458467186783,Michelle Armstrong,Solution Consultant,23,16
EN3988,EMP046,COR1507,100,2024-02-24,1,Advanced Data Structures in Java,Algorithms,3855,2759,71.56939040207523,James Olsen,Solution Enabler,22,15
EN3989,EMP267,COR0027,17,2024-02-24,0,Excel Skills for Business Specialization,Business Essentials,3613,1917,53.058400221422644,Ronald Brewer MD,Senior Software Engineer,16,9
EN3990,EMP183,COR0341,91,2024-02-24,0,Autodesk CAD/CAM for Manufacturing Specialization,Mechanical Engineering,4092,2293,56.03616813294232,Cassandra Sutton,Software Engineer,16,9
EN3991,EMP132,COR0410,100,2024-02-24,1,Principles of Leadership: Leading Technical Teams Specialization,Personal Development,3069,2541,82.79569892473118,David Mcdowell,Software Engineer,22,15
EN3992,EMP052,COR0228,100,2024-02-24,1,An Introduction to Programming the Internet of Things (IOT) Specialization,Electrical Engineering,4481,3153,70.36375808971212,Alexandra Nguyen,Solution Enabler,19,12
EN3993,EMP076,COR1667,100,2024-02-24,1,Lean Software Development,Software Development,4316,3547,82.1825764596849,Adrian Flowers,Software Engineer,28,21
EN3994,EMP021,COR1189,100,2024-02-24,1,Brand New Brand,Music and Art,448,343,76.5625,Felicia Brown,Solution Consultant,21,14
EN3995,EMP250,COR0280,100,2024-02-24,1,Real-World Engineering Management Specialization,Leadership and Management,3541,2174,61.39508613386049,Gina Williams,Solution Enabler,22,15
EN3996,EMP063,COR0766,100,2024-02-25,1,Calculus for Machine Learning and Data Science,Algorithms,4687,3929,83.82760827821635,Gerald Turner,Senior Software Engineer,20,13
EN3997,EMP209,COR1525,63,2024-02-25,0,Business English: Basics,Learning English,3640,2088,57.36263736263736,Krista Walker,Senior Software Engineer,21,14
EN3998,EMP095,COR0294,100,2024-02-25,1,Digital Fashion Innovation Specialization,Business Strategy,4695,3958,84.3024494142705,Eric Santos,Solution Enabler,15,8
EN3999,EMP293,COR1348,42,2024-02-25,0,Six Sigma Advanced Improve and Control Phases,Leadership and Management,2308,1172,50.77989601386482,Jay Williams,Solution Consultant,20,13
EN4000,EMP270,COR1265,95,2024-02-25,0,What is Financial Accounting?,Business Essentials,3563,3105,87.14566376648891,Martin Phillips,Solution Enabler,8,1
EN4001,EMP147,COR1827,71,2024-02-25,0,The Art of Negotiation,Business Essentials,1259,783,62.19221604447974,Melissa Gutierrez,Senior Software Engineer,3,0
EN4002,EMP137,COR0641,100,2024-02-25,1,Cyber Security Fundamentals,Computer Security and Networks,4386,3753,85.56771545827634,Charles Sullivan,Solution Consultant,12,5
EN4003,EMP137,COR0723,100,2024-02-26,1,Reducing Gun Violence in America: Evidence for Change,Public Health,2096,1662,79.29389312977099,Charles Sullivan,Solution Consultant,12,5
EN4004,EMP222,COR0589,100,2024-02-26,1,ESG and Climate Change,Business Strategy,2124,1350,63.559322033898304,Jacob Maldonado,Solution Enabler,22,15
EN4005,EMP152,COR0561,48,2024-02-26,0,Industrial Biotechnology,Basic Science,3558,1925,54.10342889263631,Barbara Anderson,Solution Enabler,16,9
EN4006,EMP259,COR0887,100,2024-02-26,1,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Algorithms,4907,4018,81.8830242510699,Michael Bailey,Solution Enabler,20,13
EN4007,EMP177,COR1750,26,2024-02-26,0,Inspiring Leadership through Emotional Intelligence,Leadership and Management,161,146,90.6832298136646,Maria Hansen,Software Engineer,13,6
EN4008,EMP013,COR1810,100,2024-02-26,1,Cost and Economics in Pricing Strategy,Marketing,4374,2637,60.288065843621396,Joseph Williams,Senior Software Engineer,14,7
EN4009,EMP231,COR0312,100,2024-02-26,1,Organizational Change and Culture for Adopting Google Cloud Specialization,Cloud Computing,3426,1793,52.335084646818444,Sarah Morris,Solution Enabler,25,18
EN4010,EMP252,COR0532,100,2024-02-26,1,Positive Psychiatry and Mental Health,Basic Science,1247,878,70.40898155573376,William Thompson,Solution Enabler,25,18
EN4011,EMP189,COR1154,55,2024-02-26,0,Human Resources Management Capstone: HR for People Managers,Leadership and Management,609,363,59.60591133004927,Rebecca Phillips,Senior Software Engineer,12,5
EN4012,EMP112,COR1756,50,2024-02-27,0,Data Visualization and Communication with Tableau,Data Analysis,3218,2624,81.54133001864511,Scott Long,Senior Software Engineer,27,20
EN4013,EMP012,COR0819,33,2024-02-27,0,Clinical Terminology for International and U.S. Students,Patient Care,3764,2420,64.29330499468651,Michelle Lopez,Solution Enabler,13,6
EN4014,EMP070,COR0626,9,2024-02-27,0,Introduction to Portfolio Construction and Analysis with Python,Finance,2891,2182,75.47561397440332,Tiffany Edwards,Solution Enabler,30,23
EN4015,EMP238,COR0094,100,2024-02-27,1,Algorithms Specialization,Algorithms,1458,1357,93.0727023319616,Chelsea Ramirez,Software Engineer,25,18
EN4016,EMP223,COR0594,100,2024-02-28,1,21st Century Energy Transition: how do we make it work?,Environmental Science and Sustainability,3500,2328,66.51428571428572,Alexandra Holloway,Solution Consultant,19,12
EN4017,EMP130,COR1325,100,2024-02-28,1,Retail Digital Supply Chain,Business Strategy,1800,1536,85.33333333333334,Joann Howard,Senior Software Engineer,23,16
EN4018,EMP024,COR1666,7,2024-02-28,0,Work Smarter with Microsoft Excel,Business Essentials,698,438,62.75071633237822,Justin Jackson,Solution Enabler,28,21
EN4019,EMP172,COR0187,100,2024-02-28,1,Photography Basics and Beyond: From Smartphone to DSLR Specialization,Music and Art,2555,1578,61.76125244618396,Laura Ford,Software Engineer,27,20
EN4020,EMP251,COR1153,100,2024-02-29,1,Design Patterns,Software Development,4051,3454,85.26289804986423,Samantha Cohen,Software Engineer,30,23
EN4021,EMP036,COR0783,100,2024-02-29,1,Introduction to Calculus,Math and Logic,1212,784,64.68646864686468,Daniel Soto,Software Engineer,29,22
EN4022,EMP099,COR1127,100,2024-02-29,1,Advanced Manufacturing Enterprise,Mechanical Engineering,1111,728,65.52655265526552,Susan Davis,Solution Consultant,27,20
EN4023,EMP111,COR1718,100,2024-02-29,1,Immunology: Adaptive Immune System,Basic Science,3792,3590,94.67299578059072,Brandon Cantu,Solution Consultant,21,14
EN4024,EMP176,COR1392,21,2024-02-29,0,ESG Impact: Investor Perspective,Finance,4260,2647,62.136150234741784,Kevin Garcia,Senior Software Engineer,18,11
EN4025,EMP141,COR1433,90,2024-03-01,0,Introduction to CSS3,Mobile and Web Development,3588,3422,95.37346711259754,Charles Black,Software Engineer,17,10
EN4026,EMP033,COR1464,100,2024-03-01,1,Improving Communication Skills,Personal Development,4025,2375,59.006211180124225,Larry Lane,Solution Consultant,15,8
EN4027,EMP264,COR1739,100,2024-03-01,1,Introduction to UI Design,Design and Product,4805,3927,81.72736732570239,Tom Singh,Solution Consultant,27,20
EN4028,EMP136,COR1428,100,2024-03-01,1,Fashion Systems,Business Strategy,2169,1905,87.82849239280775,Patrick Andrews,Solution Consultant,29,22
EN4029,EMP008,COR0451,98,2024-03-01,0,Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate,Machine Learning,3028,2337,77.17965653896962,James Bean,Software Engineer,15,8
EN4030,EMP195,COR0254,27,2024-03-02,0,"Hotel Management: Distribution, Revenue and Demand Management Specialization",Leadership and Management,1604,884,55.11221945137157,Jamie Rodriguez,Software Engineer,12,5
EN4031,EMP266,COR1823,100,2024-03-02,1,Investment Strategies and Portfolio Analysis,Finance,4344,2869,66.04511970534071,Brenda Brown,Software Engineer,21,14
EN4032,EMP079,COR0537,100,2024-03-02,1,AI For Everyone （すべての人のためのAIリテラシー講座）,Business Strategy,3220,2639,81.95652173913044,Roger Montgomery,Solution Enabler,17,10
EN4033,EMP202,COR1307,100,2024-03-02,1,"FinTech: Foundations, Payments, and Regulations",Business Essentials,2542,2457,96.65617623918175,Aaron Anderson,Solution Consultant,29,22
EN4034,EMP297,COR0485,100,2024-03-02,1,IBM z/OS Mainframe Practitioner Professional Certificate,Data Management,1764,1143,64.79591836734694,James Smith,Senior Software Engineer,26,19
EN4035,EMP230,COR1968,17,2024-03-03,0,Infonomics I: Business Information Economics and Data Monetization,Business Essentials,3694,0,0.0,Rebecca Barry,Software Engineer,9,2
EN4036,EMP208,COR1852,100,2024-03-03,1,Accounting for Business Decision Making: Strategy Assessment and Control,Business Essentials,1201,686,57.11906744379684,Meghan Shaffer,Solution Enabler,29,22
EN4037,EMP196,COR1230,100,2024-03-03,1,RPA Basics and Introduction to UiPath,Software Development,934,875,93.6830835117773,Maria Sexton,Solution Consultant,15,8
EN4038,EMP133,COR0526,46,2024-03-03,0,Managerial Accounting Fundamentals,Finance,899,689,76.64071190211345,Robert Gould,Senior Software Engineer,27,20
EN4039,EMP037,COR1885,100,2024-03-04,1,Service-Oriented Architecture,Software Development,3520,2590,73.57954545454545,Joseph Chandler,Solution Consultant,29,22
EN4040,EMP112,COR0744,35,2024-03-04,0,Food & Beverage Management,Leadership and Management,2017,1255,62.221120475954386,Scott Long,Senior Software Engineer,27,20
EN4041,EMP138,COR1641,100,2024-03-04,1,Getting Started with Essay Writing,Music and Art,315,203,64.44444444444444,Richard Blake,Senior Software Engineer,27,20
EN4042,EMP194,COR1776,100,2024-03-04,1,Writing and Editing: Structure and Organization,Personal Development,364,258,70.87912087912088,Donald Mcguire,Solution Enabler,22,15
EN4043,EMP163,COR0913,100,2024-03-04,1,Introduction to Google SEO,Marketing,1839,1535,83.46927678085916,Tanya Gould,Senior Software Engineer,27,20
EN4044,EMP073,COR0080,3,2024-03-04,0,Agile Development Specialization,Design and Product,3324,1866,56.13718411552347,Nicole Martin,Solution Consultant,23,16
EN4045,EMP296,COR1543,95,2024-03-04,0,Supply Chain Analytics Essentials,Business Essentials,3362,1694,50.386674598453304,Anthony Beltran,Software Engineer,9,2
EN4046,EMP248,COR0347,71,2024-03-05,0,IBM AI Enterprise Workflow Specialization,Machine Learning,419,375,89.49880668257757,Megan Doyle,Senior Software Engineer,29,22
EN4047,EMP112,COR0496,100,2024-03-05,1,Automation Business Analysis - Concepts and Principles,Business Strategy,463,462,99.78401727861771,Scott Long,Senior Software Engineer,27,20
EN4048,EMP190,COR0334,46,2024-03-05,0,Healthcare Marketplace Specialization,Healthcare Management,522,305,58.429118773946364,Rita George,Solution Enabler,25,18
EN4049,EMP217,COR0108,100,2024-03-05,1,Developing Applications with Google Cloud Specialization,Software Development,3572,3280,91.82530795072789,Matthew Smith,Solution Enabler,18,11
EN4050,EMP001,COR0020,100,2024-03-06,1,Mathematics for Machine Learning and Data Science Specialization,Algorithms,1025,958,93.46341463414635,Amber Flynn,Software Engineer,15,8
EN4051,EMP233,COR0672,100,2024-03-06,1,Introduction to Data Analytics,Data Analysis,2832,1480,52.259887005649716,Emily Hill,Solution Consultant,29,22
EN4052,EMP230,COR0935,50,2024-03-06,0,Children's Human Rights - An Interdisciplinary Introduction,Law,4114,3169,77.02965483714146,Rebecca Barry,Software Engineer,9,2
EN4053,EMP243,COR1393,100,2024-03-06,1,Prediction Models with Sports Data,Data Analysis,1247,873,70.00801924619086,Sergio Taylor,Solution Enabler,16,9
EN4054,EMP287,COR0141,0,2024-03-07,0,"Effective Communication: Writing, Design, and Presentation Specialization",Business Essentials,2987,2123,71.07465684633412,Marilyn Greer,Solution Consultant,5,0
EN4055,EMP201,COR1123,100,2024-03-07,1,Project: Writing a Research Paper,Learning English,4736,2663,56.22888513513513,Kevin Martinez,Software Engineer,22,15
EN4056,EMP209,COR0921,100,2024-03-07,0,Operational Research for Humanitarians,Research,141,79,56.02836879432624,Krista Walker,Senior Software Engineer,21,14
EN4057,EMP106,COR0745,75,2024-03-07,0,Google Data Analytics Capstone: Complete a Case Study,Data Analysis,1635,918,56.14678899082569,Helen Taylor,Solution Consultant,28,21
EN4058,EMP181,COR1790,100,2024-03-08,1,Business English: Networking,Learning English,4257,3925,92.2010805731736,Connor Fowler,Solution Consultant,20,13
EN4059,EMP210,COR0926,100,2024-03-08,1,Getting Started with Git and GitHub,Software Development,2256,1140,50.53191489361703,Tanner Wright,Solution Enabler,25,18
EN4060,EMP095,COR0291,72,2024-03-08,0,Patient Safety Specialization,Patient Care,3555,3309,93.08016877637131,Eric Santos,Solution Enabler,15,8
EN4061,EMP073,COR1296,100,2024-03-08,1,Six Sigma Advanced Analyze Phase,Leadership and Management,4913,3342,68.02361082841442,Nicole Martin,Solution Consultant,23,16
EN4062,EMP281,COR0324,57,2024-03-08,0,Diseño y Gestión de Proyectos de Desarrollo Specialization,Governance and Society,3861,2102,54.441854441854446,Alex Buchanan,Solution Consultant,23,16
EN4063,EMP224,COR1474,31,2024-03-09,0,Linux System Programming and Introduction to Buildroot,Software Development,1749,1564,89.42252715837623,Zachary Schwartz,Software Engineer,18,11
EN4064,EMP257,COR1805,100,2024-03-09,1,An Introduction to Interactive Programming in Python (Part 2),Software Development,2418,1666,68.89991728701406,Mikayla Wright MD,Solution Consultant,27,20
EN4065,EMP037,COR1397,100,2024-03-09,1,Easing Physical Symptoms: It's Not Just Hospice Anymore,Patient Care,103,60,58.252427184466015,Joseph Chandler,Solution Consultant,29,22
EN4066,EMP094,COR0772,100,2024-03-09,1,Design and Interpretation of Clinical Trials,Research,827,513,62.031438935912945,Elizabeth Dennis,Solution Consultant,13,6
EN4067,EMP262,COR0278,100,2024-03-09,1,Gender Analytics: Gender Equity through Inclusive Design Specialization,Leadership and Management,3860,3137,81.26943005181347,Craig Duncan,Software Engineer,26,19
EN4068,EMP041,COR1728,100,2024-03-09,1,Chinese for HSK 3 PART I,Other Languages,2295,1754,76.42701525054466,Cheryl Smith,Software Engineer,25,18
EN4069,EMP009,COR0006,100,2024-03-09,1,IBM AI Foundations for Business Specialization,Machine Learning,2607,1872,71.80667433831991,Allison Black,Solution Consultant,28,21
EN4070,EMP240,COR0574,100,2024-03-09,1,Business Sustainability in the Circular Economy,Business Essentials,4498,2506,55.71365051133837,Suzanne Wright,Solution Enabler,20,13
EN4071,EMP029,COR1473,100,2024-03-09,1,"High Performance Collaboration: Leadership, Teamwork, and Negotiation",Leadership and Management,4239,3210,75.72540693559802,Natasha Harper,Software Engineer,22,15
EN4072,EMP223,COR1085,100,2024-03-09,1,Natural Language Processing with Probabilistic Models,Machine Learning,3006,1922,63.93878908848969,Alexandra Holloway,Solution Consultant,19,12
EN4073,EMP244,COR1686,23,2024-03-10,0,Sales Operations: Final Project,Leadership and Management,2152,1683,78.20631970260223,William Harris,Software Engineer,18,11
EN4074,EMP299,COR1177,93,2024-03-10,0,Factorial and Fractional Factorial Designs,Probability and Statistics,199,180,90.45226130653266,Kevin Watkins,Solution Consultant,19,12
EN4075,EMP252,COR0179,100,2024-03-11,1,"TESOL Certificate, Part 2: Teach English Now! Specialization",Learning English,386,248,64.24870466321244,William Thompson,Solution Enabler,25,18
EN4076,EMP244,COR1709,100,2024-03-11,1,Consonants of American English Pronunciation,Learning English,4946,3163,63.95066720582289,William Harris,Software Engineer,18,11
EN4077,EMP062,COR0455,93,2024-03-11,0,Análise de marketing da Meta Professional Certificate,Marketing,4258,2270,53.31141380930015,Adam George,Solution Consultant,12,5
EN4078,EMP103,COR1970,86,2024-03-11,0,"Emergency Care: Pregnancy, Infants, and Children",Patient Care,2882,0,0.0,Judith Townsend,Solution Consultant,11,4
EN4079,EMP015,COR0951,100,2024-03-11,1,Algorithmic Toolbox,Algorithms,530,447,84.33962264150944,Edgar Francis,Solution Consultant,16,9
EN4080,EMP116,COR1296,50,2024-03-11,0,Six Sigma Advanced Analyze Phase,Leadership and Management,4913,3342,68.02361082841442,Monica Rivera,Software Engineer,23,16
EN4081,EMP093,COR0023,100,2024-03-11,1,Finance & Quantitative Modeling for Analysts Specialization,Finance,2598,1332,51.27020785219399,Megan Morgan,Solution Enabler,18,11
EN4082,EMP106,COR0445,100,2024-03-11,1,Gestión de Proyectos de Google Professional Certificate,Liderazgo y Gestión,3336,2419,72.51199040767386,Helen Taylor,Solution Consultant,28,21
EN4083,EMP293,COR0751,100,2024-03-11,1,Introductory Human Physiology,Basic Science,4505,2569,57.02552719200887,Jay Williams,Solution Consultant,20,13
EN4084,EMP127,COR0992,54,2024-03-12,0,ChatGPT for Beginners: Using AI For Market Research,Business Strategy,4670,2502,53.57601713062099,Zachary Padilla,Solution Enabler,9,2
EN4085,EMP104,COR0581,100,2024-03-12,1,Blockchain: Foundations and Use Cases,Computer Security and Networks,2529,1334,52.7481217872677,Tammy Parker,Solution Consultant,19,12
EN4086,EMP223,COR1707,100,2024-03-12,1,Cómputo evolutivo,Algorithms,964,738,76.55601659751036,Alexandra Holloway,Solution Consultant,19,12
EN4087,EMP071,COR1623,100,2024-03-13,1,Design Thinking: Insights to Inspiration,Business Strategy,3708,3228,87.05501618122977,Timothy Martinez,Solution Consultant,30,23
EN4088,EMP169,COR1927,100,2024-03-13,1,Electric Power Systems,Electrical Engineering,2253,1524,67.64314247669773,James Johnson,Solution Enabler,23,16
EN4089,EMP161,COR0524,55,2024-03-13,0,Removing Barriers to Change,Leadership and Management,850,791,93.05882352941175,Richard Woods,Solution Consultant,16,9
EN4090,EMP095,COR0553,100,2024-03-13,1,Weight Management: Beyond Balancing Calories,Nutrition,1229,1052,85.59804719283972,Eric Santos,Solution Enabler,15,8
EN4091,EMP057,COR0394,100,2024-03-13,1,TOEFL Preparation Specialization,Learning English,2062,1661,80.55286129970902,Leslie Davis,Solution Consultant,22,15
EN4092,EMP201,COR1932,100,2024-03-13,1,Google Calendar en Español,Cloud Computing,1470,811,55.17006802721088,Kevin Martinez,Software Engineer,22,15
EN4093,EMP259,COR1037,100,2024-03-13,1,Medical Terminology III,Basic Science,2414,2003,82.97431648715823,Michael Bailey,Solution Enabler,20,13
EN4094,EMP061,COR0867,93,2024-03-14,0,Wind Energy,Mechanical Engineering,3905,3750,96.03072983354673,Christopher Taylor,Software Engineer,6,0
EN4095,EMP265,COR1534,100,2024-03-14,1,Leading People and Teams Capstone,Leadership and Management,821,803,97.80755176613886,Scott Morris,Software Engineer,16,9
EN4096,EMP130,COR1287,100,2024-03-14,1,Speaking and Presenting: Conversation Starters,Personal Development,4099,3896,95.04757257867773,Joann Howard,Senior Software Engineer,23,16
EN4097,EMP043,COR0112,50,2024-03-14,0,Academic English: Writing Specialization,Education,4146,2186,52.7255185721177,Bonnie Grant,Solution Consultant,24,17
EN4098,EMP010,COR0056,100,2024-03-14,1,Data Visualization with Tableau Specialization,Data Analysis,317,216,68.13880126182966,Patrick Sanchez,Solution Consultant,27,20
EN4099,EMP078,COR1760,28,2024-03-14,0,Machine Learning Modeling Pipelines in Production,Machine Learning,4401,2526,57.39604635310157,Michelle Armstrong,Solution Consultant,23,16
EN4100,EMP029,COR0255,95,2024-03-14,0,Introduction to Business Specialization,Business Essentials,3044,1527,50.16425755584757,Natasha Harper,Software Engineer,22,15
EN4101,EMP243,COR1966,100,2024-03-14,1,3-Axis Machining with Autodesk Fusion 360,Mechanical Engineering,208,0,0.0,Sergio Taylor,Solution Enabler,16,9
EN4102,EMP050,COR0104,100,2024-03-14,1,Architecting with Google Kubernetes Engine Specialization,Cloud Computing,690,493,71.44927536231884,Patricia Ruiz,Solution Consultant,14,7
EN4103,EMP297,COR0883,100,2024-03-15,1,Getting Started with AI using IBM Watson,Machine Learning,1599,1455,90.99437148217636,James Smith,Senior Software Engineer,26,19
EN4104,EMP245,COR0037,49,2024-03-15,0,Foundations of Positive Psychology  Specialization,Business Essentials,178,143,80.33707865168539,Kara Gonzalez,Solution Enabler,12,5
EN4105,EMP019,COR0387,49,2024-03-15,0,商务基础 (中文版) Specialization,Business Essentials,3634,2299,63.26362135388002,Phillip Sullivan,Senior Software Engineer,13,6
EN4106,EMP198,COR0936,100,2024-03-16,1,Data-driven Decision Making,Data Analysis,1259,965,76.64813343923748,Krystal Griffith,Software Engineer,26,19
EN4107,EMP210,COR1500,100,2024-03-16,1,Strategy Formulation,Business Strategy,3001,1858,61.912695768077306,Tanner Wright,Solution Enabler,25,18
EN4108,EMP245,COR0293,100,2024-03-16,1,Advanced Business Analytics Specialization,Business Essentials,1922,1652,85.95213319458897,Kara Gonzalez,Solution Enabler,12,5
EN4109,EMP103,COR1763,65,2024-03-16,0,Java Programming: Solving Problems with Software,Software Development,905,697,77.01657458563535,Judith Townsend,Solution Consultant,11,4
EN4110,EMP041,COR0052,100,2024-03-16,1,Accelerated Computer Science Fundamentals Specialization,Algorithms,693,546,78.78787878787878,Cheryl Smith,Software Engineer,25,18
EN4111,EMP176,COR1510,100,2024-03-17,1,Introduction to Business Analytics: Communicating with Data,Leadership and Management,1385,1376,99.35018050541517,Kevin Garcia,Senior Software Engineer,18,11
EN4112,EMP019,COR1369,100,2024-03-17,1,Intro to International Marketing,Marketing,1701,1351,79.42386831275721,Phillip Sullivan,Senior Software Engineer,13,6
EN4113,EMP007,COR0269,100,2024-03-17,1,Leading: Human Resource Management and Leadership Specialization,Leadership and Management,3757,3290,87.56986957679,Lauren Green,Solution Consultant,28,21
EN4114,EMP036,COR0821,100,2024-03-17,1,Positive Psychology: Martin E. P. Seligman’s Visionary Science,Psychology,2144,2063,96.22201492537313,Daniel Soto,Software Engineer,29,22
